ROUTE,num_flights,avg_delay_minutes,delayed_percentage
EWR_PWM,3097,13.87,18.37
SLC_AUS,5013,13.87,20.13
LAS_COS,2821,13.87,24.39
CLE_JFK,4248,13.87,14.97
HOU_MCO,5932,13.87,19.82
ORD_PSP,1766,13.86,19.42
BWI_ABQ,980,13.86,24.9
CLT_MSP,7290,13.86,18.53
SJU_DTW,1131,13.86,16.53
HOU_PNS,1133,13.85,23.39
PDX_ORD,6611,13.85,17.52
SNA_PHX,12945,13.85,16.85
ORD_SJU,3404,13.85,19.8
IND_IAH,2383,13.85,18.76
PHX_ORD,17113,13.84,17.99
SAT_SFO,1297,13.84,14.03
BWI_IND,3513,13.84,23.85
MAF_LAS,1113,13.83,17.43
BOS_SAN,4675,13.83,22.74
STL_TPA,3344,13.82,20.87
DAL_MSY,6897,13.82,21.85
MDW_SAT,2093,13.82,23.08
LGA_CVG,5652,13.81,16.54
MDW_DCA,6199,13.81,22.25
LAS_PAE,723,13.8,20.75
MRY_PHX,3832,13.8,14.67
PHX_ANC,998,13.8,23.45
DTW_LEX,2321,13.8,14.56
MLI_DFW,2304,13.8,16.45
OMA_MSP,4067,13.79,15.81
OGG_PDX,2053,13.79,23.33
MEM_DAL,1390,13.79,20.29
AUS_IND,2569,13.79,21.76
ATW_DFW,571,13.79,14.71
EWR_EYW,1520,13.78,19.41
ABE_ATL,1990,13.78,14.02
GRR_MSP,3847,13.78,14.84
ATL_RSW,9217,13.78,20.9
ATL_FAY,1735,13.77,16.2
IAH_CLE,3077,13.76,18.0
MDW_CHS,1374,13.76,21.62
GRR_DTW,4350,13.76,15.59
AUS_DEN,13819,13.76,19.6
IAD_IAH,5251,13.76,19.39
TPA_CMH,2629,13.75,19.93
DEN_XNA,3594,13.75,19.73
ORD_MCW,1332,13.74,19.29
SNA_MSP,1719,13.74,15.59
ORF_JFK,4307,13.74,15.3
SNA_SLC,5050,13.73,13.7
DAL_BWI,5341,13.73,22.11
DCA_CID,1180,13.73,15.85
RDD_SEA,649,13.73,21.88
DAL_SMF,1668,13.73,23.32
BOI_ATL,1407,13.72,18.69
EYW_DCA,1502,13.71,19.91
ROC_DTW,3059,13.71,13.57
DAL_PIT,1073,13.7,20.5
DTW_SAN,3616,13.7,20.63
SEA_ATL,10203,13.7,18.57
LAS_BZN,2080,13.7,23.27
BOS_IAD,4410,13.7,16.28
BUR_LAS,13071,13.69,20.73
BNA_PHX,6721,13.69,19.28
BOS_MKE,2520,13.69,18.1
CVG_EWR,4312,13.69,15.4
OAK_ABQ,997,13.68,23.17
MDW_MSY,2991,13.68,21.9
GJT_PHX,3021,13.68,13.54
SAN_TUS,1806,13.68,21.43
PHX_FLG,3856,13.67,13.33
ATL_AUS,12887,13.66,22.38
MSN_MSP,3996,13.66,14.44
HNL_SFO,7349,13.66,18.29
TPA_BWI,8970,13.66,18.78
BWI_ALB,4913,13.65,24.1
DEN_ACV,977,13.65,18.73
HOU_DCA,3077,13.65,21.09
LGA_PIT,9107,13.65,16.08
BNA_GSP,577,13.65,23.92
DTW_LAS,9475,13.64,19.93
MSY_LAX,4955,13.64,17.92
BOS_SAV,2270,13.63,20.13
CMH_DEN,5206,13.63,19.98
MSP_MIA,3425,13.63,18.31
MDW_CVG,2327,13.63,22.35
COS_ATL,1194,13.63,13.74
SBP_SAN,1430,13.63,18.74
IND_ORD,11872,13.62,16.25
GNV_ATL,4829,13.62,13.25
BMI_ORD,650,13.62,17.54
HOU_MEM,1962,13.62,22.43
SEA_AUS,6044,13.62,22.6
LAS_FAT,5344,13.61,22.04
OKC_LGA,2811,13.61,15.12
GSO_DTW,1072,13.61,12.97
LAS_SBA,2658,13.6,24.42
XNA_IAH,596,13.59,13.42
OMA_LAX,1274,13.59,15.54
STL_MSP,5757,13.59,16.52
MSP_GFK,2757,13.58,14.65
MRY_SAN,1542,13.58,19.2
CLT_JAN,1574,13.57,20.52
CHS_DTW,1691,13.57,16.03
MCI_MCO,4782,13.57,18.61
LAS_MAF,1111,13.56,23.4
DEN_EGE,3783,13.56,18.29
SEA_IAH,6153,13.56,21.29
AUS_BUR,1156,13.56,24.65
TYS_LGA,3038,13.56,14.06
LAS_PIT,2603,13.56,24.16
LGA_STL,10229,13.55,17.31
SFO_OTH,906,13.55,22.08
SAN_FAT,3267,13.55,22.9
PBI_BWI,3973,13.55,17.72
LAS_BLI,2197,13.55,17.43
PHX_CID,1726,13.54,19.41
KTN_SIT,1068,13.54,24.34
SAT_LAS,6661,13.54,18.81
CMH_DAL,1218,13.54,21.18
DFW_SJT,3210,13.53,18.29
MSY_TPA,3583,13.53,19.23
MSP_CLE,3414,13.53,17.78
EWR_BTV,2439,13.53,19.07
ATL_PWM,1646,13.52,19.38
SFO_SBA,3899,13.52,15.08
HNL_LAX,16135,13.51,15.87
SYR_LGA,2170,13.51,16.08
LAS_MCI,6018,13.51,21.98
GEG_SFO,2061,13.51,18.15
SBP_LAX,1721,13.51,11.5
LAS_SLC,12741,13.5,19.6
DAL_SJC,1817,13.5,21.46
OMA_SFO,885,13.5,15.48
SEA_OAK,6680,13.5,24.15
DAL_SNA,1088,13.5,21.78
OGG_LAX,6531,13.49,13.84
BHM_DEN,3214,13.48,17.49
JFK_CMH,5613,13.48,16.5
DSM_LGA,1836,13.48,14.98
FAY_CLT,1013,13.48,15.5
AUS_SLC,5006,13.47,16.14
DAL_LAS,8599,13.47,22.35
SAN_GEG,1020,13.47,22.75
BWI_CHS,3601,13.47,23.24
RDU_DAL,1227,13.47,23.23
AUS_BNA,8691,13.46,19.7
SFO_IAD,8171,13.45,19.12
DAL_COS,2724,13.45,21.88
DTW_RSW,5460,13.45,18.64
STL_LGB,997,13.45,23.57
ABQ_SFO,1723,13.45,17.01
GRR_DEN,3750,13.44,18.51
DAL_HOU,12081,13.44,20.89
DCA_PHX,3233,13.43,13.98
LAX_TUS,7548,13.43,17.34
PSP_DEN,5450,13.42,16.4
LGA_EYW,898,13.42,20.71
BWI_PWM,3806,13.42,24.12
MEM_BWI,669,13.41,20.18
MSP_HNL,1078,13.41,15.4
SFO_GEG,2055,13.41,17.76
SFO_BUR,9055,13.41,20.27
SYR_DTW,3209,13.41,13.46
CHS_HOU,540,13.41,21.67
MSP_FAR,4752,13.41,16.37
BNA_CLE,2447,13.4,22.23
FCA_MSP,1310,13.39,16.34
BDL_DTW,3749,13.39,13.15
ATL_BTV,1096,13.39,17.7
HOU_SMF,905,13.39,23.98
BUF_EWR,2208,13.38,13.81
ABQ_BUR,1025,13.38,21.56
MCI_MIA,1398,13.38,16.31
PIT_HOU,842,13.37,22.45
BWI_ORF,4585,13.36,24.25
TPA_FLL,3768,13.36,19.19
VPS_ATL,6430,13.36,13.9
MSP_FSD,3953,13.36,17.46
TUL_DEN,6231,13.36,18.01
BNA_RDU,6397,13.36,19.31
DEN_LWS,754,13.36,16.31
LAS_STL,6097,13.36,22.22
ORD_ECP,586,13.35,20.48
CMH_DCA,5854,13.35,18.47
SAN_OGG,2068,13.35,19.73
ATL_DAL,10363,13.35,19.97
MSP_GRR,3853,13.34,17.42
DAL_TUL,3416,13.34,20.4
STL_RSW,2593,13.34,22.29
MSP_BDL,2570,13.34,17.35
HHH_DCA,733,13.33,12.96
BNA_LAS,5924,13.33,21.22
MSY_AUS,5989,13.33,21.37
DTW_MSN,3790,13.33,17.86
RNO_DEN,7330,13.33,16.45
MCI_AUS,2680,13.33,19.55
DAL_SLC,2028,13.32,22.24
BWI_STL,3826,13.32,20.94
SAN_ATL,7020,13.32,16.07
LAS_TUL,2073,13.32,22.67
JAX_STL,1200,13.31,17.33
VPS_XNA,599,13.31,20.87
HPN_RSW,1498,13.31,17.56
MKE_MSP,4339,13.31,14.47
CMH_TPA,2634,13.3,18.49
DEN_PSP,5463,13.3,21.2
RSW_BNA,1740,13.3,18.33
TPA_BHM,1244,13.3,22.51
MSP_BIS,4263,13.3,15.88
MYR_LGA,3034,13.3,14.67
IND_TPA,3474,13.3,18.83
LAS_FSD,535,13.3,16.45
HHH_CLT,2873,13.29,20.12
ROA_ATL,2502,13.29,13.31
DTW_HSV,639,13.29,16.59
SGU_PHX,2009,13.29,15.58
BWI_MSP,4197,13.29,16.85
MDW_DAL,6674,13.28,21.44
LAS_PDX,11135,13.28,21.1
ALB_DEN,623,13.28,22.79
BWI_CVG,2370,13.27,22.53
MSP_GRB,2777,13.27,15.84
BOS_STL,4603,13.27,19.79
BNA_SAN,2404,13.27,22.67
EWR_SDF,2857,13.27,15.68
SAN_ABQ,1865,13.27,22.25
SFO_MCO,3795,13.27,18.21
EUG_LAX,1005,13.26,17.51
OAJ_ATL,1575,13.26,9.52
IAD_LAX,7358,13.26,17.56
ATL_RIC,9160,13.26,20.24
LAS_DTW,9463,13.26,17.14
MEM_DCA,3484,13.25,16.73
ATL_SNA,3099,13.25,22.46
PHX_ATL,10995,13.24,16.24
PSE_JFK,669,13.23,15.84
LGA_GSP,3819,13.23,17.62
SFO_EUG,2839,13.23,17.05
ONT_DEN,8339,13.23,17.06
STL_OMA,2301,13.23,22.12
MSP_LGA,6702,13.23,17.88
SFO_BOI,4530,13.23,18.39
RDU_PHX,1625,13.22,16.55
MSP_SFO,5691,13.22,20.61
BWI_SDF,2606,13.22,21.83
LAS_HOU,6152,13.22,23.73
MSY_ATL,13347,13.21,17.49
DCA_PIT,4942,13.21,17.12
CVG_AUS,1577,13.21,18.77
MDW_SLC,1983,13.21,22.49
SAT_PHX,7686,13.2,15.65
MHT_ORD,916,13.2,20.31
DTW_DEN,8829,13.2,19.22
TRI_DFW,1741,13.19,15.28
SDF_LAS,1441,13.19,19.15
PIT_MSP,3015,13.19,13.2
CVG_IAH,1875,13.19,16.16
MCI_IAH,1488,13.19,15.32
MAF_IAH,2242,13.19,13.6
ABQ_PHX,9578,13.18,16.76
ILM_LGA,4242,13.18,15.65
STL_AUS,2917,13.18,21.15
MSP_MSO,1385,13.18,16.32
MSN_DTW,3794,13.17,12.23
LAS_TUS,3772,13.17,23.54
MSP_PHX,9867,13.17,17.62
MKE_DEN,7707,13.16,17.61
DEN_LGB,3184,13.15,24.12
LAS_MDW,8885,13.15,22.69
ATL_DHN,1539,13.15,14.62
MDW_MYR,1296,13.14,24.23
ORD_LAN,898,13.14,22.49
SFO_ABQ,1724,13.14,17.87
SAN_RNO,2726,13.14,22.38
CLT_GNV,1230,13.14,18.54
TYS_PHL,1306,13.13,13.02
SAT_DEN,9162,13.13,17.21
SJU_DEN,676,13.13,23.67
LAS_BUR,12985,13.13,21.57
PHX_DTW,7041,13.13,15.65
PDX_LAS,11078,13.13,18.8
BDL_MYR,721,13.13,16.09
PDX_PHX,11115,13.13,17.55
DAL_ELP,5189,13.12,21.97
MCI_IND,1159,13.12,19.67
MDW_BWI,5790,13.12,21.04
FAT_SAN,3254,13.11,20.68
DAL_PHX,8873,13.11,20.86
JFK_SAN,7167,13.11,19.44
LAS_ABQ,5833,13.11,23.23
MDW_SAN,3116,13.1,23.65
BWI_RDU,5385,13.1,22.67
EWR_CMH,5569,13.1,16.09
GPT_ATL,3678,13.09,11.58
ANC_DEN,1741,13.09,14.36
HNL_BOS,766,13.08,25.46
BLI_SEA,2885,13.06,18.68
AVL_EWR,1423,13.06,13.63
SDF_PHX,924,13.05,19.26
PHX_ICT,1236,13.05,20.23
AUS_AMA,739,13.05,22.19
SAN_KOA,966,13.05,21.12
LAS_BHM,880,13.04,25.11
IND_MSP,3797,13.04,14.09
AZA_RAP,558,13.04,16.49
LGA_XNA,2249,13.04,18.81
BOS_MSP,6266,13.04,17.0
CVG_LGA,5667,13.04,15.42
ABQ_LAS,5840,13.04,19.61
LAS_RDU,1787,13.04,20.87
CRP_DFW,6955,13.03,15.96
LAS_SMF,16112,13.02,21.44
DAL_MKE,1168,13.01,21.75
SLC_DAL,2023,13.01,20.81
ORD_XNA,5417,13.01,20.2
SEA_DCA,2445,13.0,21.23
BOS_AVL,676,13.0,14.35
MIA_STT,2564,13.0,18.53
BDL_ATL,6386,13.0,15.88
CHS_DAL,997,13.0,20.16
MSP_RHI,2243,12.99,14.0
TPA_RDU,3838,12.99,16.49
DCA_MEM,3510,12.99,18.18
MSP_PSC,1089,12.99,20.48
IND_EWR,6449,12.99,15.12
STS_LAX,1891,12.98,18.56
SAN_HOU,2419,12.97,22.57
PNS_MIA,3276,12.96,17.95
PHX_MKE,4105,12.96,20.93
SJC_IAH,911,12.96,15.92
EUG_BUR,503,12.96,22.27
ATL_SAT,9142,12.96,20.37
MCI_LAS,6040,12.95,19.69
DFW_CLL,3319,12.94,17.48
SFO_MSY,1495,12.94,18.53
OKC_LAS,3287,12.94,19.74
RNO_LAS,12389,12.93,19.69
SAN_SEA,13662,12.93,17.46
SLC_IAD,1445,12.93,15.29
IAD_BTV,1608,12.93,14.68
LAX_DCA,4303,12.92,18.08
STL_DAL,6078,12.92,20.73
PGD_SBN,568,12.92,18.49
LAS_RNO,12365,12.91,21.79
ICT_PHX,1243,12.91,13.6
HOU_OAK,1318,12.9,23.9
SFO_BZN,1245,12.9,21.53
MSP_AUS,4474,12.89,20.03
SEA_TPA,3049,12.89,23.38
ORF_BNA,1226,12.88,20.55
DFW_ABI,4797,12.88,20.37
SAN_BNA,2367,12.88,22.56
GSP_LGA,3812,12.87,14.48
ICT_ATL,3171,12.87,12.2
MDW_BHM,1796,12.86,22.61
PIT_SFO,1617,12.86,16.64
MKE_LAS,3754,12.86,17.58
DAL_BNA,7008,12.86,20.76
DAL_ORD,3492,12.86,20.05
IND_DEN,7628,12.86,18.9
JAX_DEN,2560,12.85,16.52
HOU_DEN,7704,12.85,19.7
IAD_PHX,2840,12.85,18.42
AVL_ATL,6049,12.85,15.26
CLE_DEN,5474,12.85,17.3
LAS_SCK,1229,12.84,20.26
CLE_ATL,9607,12.84,16.01
RDU_AUS,3670,12.84,20.25
RNO_SEA,2418,12.83,22.17
IND_DTW,3450,12.83,13.1
SAN_BOI,2030,12.83,19.95
BTR_ATL,3916,12.82,13.0
RIC_JFK,1777,12.82,14.18
SEA_IND,1610,12.82,25.53
FAR_DFW,2684,12.82,15.2
LAS_CMH,3106,12.82,21.57
SEA_IAD,6353,12.82,18.51
BOS_ORF,1063,12.82,17.87
LGA_MYR,3031,12.82,15.97
DTW_PIT,3744,12.82,16.45
AUS_ELP,3989,12.81,21.94
DEN_SJU,697,12.81,24.25
PIT_DCA,4957,12.81,16.91
CHO_ATL,2336,12.81,11.39
LAX_CVG,1154,12.81,17.76
ORD_MSO,831,12.81,19.61
SLC_JAC,3275,12.8,13.83
BOI_DEN,7999,12.8,17.21
SEA_MCI,3398,12.8,21.78
BNA_OKC,617,12.8,21.72
RAP_MSP,2255,12.79,12.64
LAS_ICT,1181,12.79,21.0
BUF_LAS,873,12.79,19.82
BHM_TPA,1240,12.79,19.35
CLE_MYR,533,12.79,16.14
SLC_PHX,16690,12.79,16.96
HOU_JAN,2578,12.78,20.56
FAR_MSP,4753,12.78,14.22
MDW_HOU,5264,12.78,23.82
EWR_GSP,2356,12.78,16.38
CHA_ATL,6103,12.78,12.68
PIT_LAS,2607,12.77,19.79
MDW_ONT,1071,12.77,20.45
STL_LIT,1990,12.77,21.21
TPA_HOU,3041,12.77,18.38
DCA_LAS,1395,12.77,20.36
PHX_AUS,10004,12.77,19.76
DCA_MDW,6199,12.76,17.57
MSP_MSN,4002,12.76,17.84
GFK_MSP,2754,12.75,13.14
GEG_DEN,5739,12.75,16.71
IAD_LAS,2975,12.75,17.14
DAL_PNS,1334,12.75,19.72
DCA_CMH,5861,12.75,18.29
BWI_MHT,4800,12.74,22.15
SAT_MSP,2591,12.74,12.58
CHS_ORD,4276,12.74,16.23
RIC_BNA,925,12.73,20.22
TUS_PHX,8995,12.73,14.37
DFW_CMI,2135,12.73,17.05
DAL_MCI,6042,12.73,20.87
SAV_BWI,2726,12.72,19.81
SFO_SMF,3242,12.72,16.56
ORF_IAH,817,12.72,14.08
MCO_LBE,964,12.72,21.68
DTW_LAX,8128,12.72,18.05
GSP_EWR,2378,12.72,12.87
SMF_LAS,16151,12.72,19.7
MSP_INL,1797,12.72,14.13
DVL_JMS,705,12.72,12.62
DAL_ABQ,5020,12.71,21.31
LAS_BNA,5927,12.71,21.46
RNO_SLC,3340,12.71,14.34
LGA_MSP,6745,12.71,13.98
IND_SFO,1293,12.71,17.87
SAN_STS,1998,12.71,22.02
LGA_ORF,4859,12.7,16.77
DFW_MAF,8216,12.69,18.83
DTW_CMH,4222,12.69,14.4
ORD_BMI,646,12.68,20.59
ATL_RDU,13721,12.67,19.2
DTW_BWI,6099,12.67,17.41
MEM_MDW,1961,12.67,16.83
TUS_DEN,7457,12.66,16.98
BHM_DAL,2580,12.66,18.64
DFW_COU,3243,12.66,19.52
SEA_JNU,4747,12.66,23.51
OAK_SAN,10506,12.65,21.94
BWI_BNA,5747,12.65,20.2
SEA_ABQ,1451,12.65,25.36
ATL_SGF,2706,12.65,17.52
DFW_BIS,1875,12.65,19.31
PBI_ATL,11936,12.65,17.07
MCO_ORF,2242,12.65,18.51
EWR_PIT,6989,12.65,16.5
EWR_PHL,502,12.64,17.53
MKE_TPA,1432,12.64,18.44
CMH_SRQ,586,12.64,18.94
LGA_CMH,9182,12.64,15.09
DTW_SYR,3212,12.63,16.87
MSY_MSP,1176,12.63,13.35
LIT_LGA,1409,12.63,15.68
STL_MKE,2028,12.62,18.44
TLH_MIA,3514,12.62,18.92
HOU_BHM,1546,12.61,20.38
PDX_IAH,2760,12.61,13.84
IND_DAL,2055,12.61,19.08
TUL_LGA,1140,12.61,12.54
LAS_BWI,5820,12.61,21.44
BUF_LGA,5608,12.61,15.16
WYS_SLC,677,12.61,8.86
LAS_GEG,2230,12.6,23.18
LAX_PHX,21227,12.6,17.79
AUS_DCA,1078,12.6,23.1
DAL_RDU,1228,12.6,21.99
OGG_SAN,2082,12.59,21.23
STL_SAT,1531,12.59,19.46
SEA_LIH,3036,12.58,20.95
HOU_IND,1368,12.57,20.83
DTW_MDW,6106,12.57,17.29
BMI_DFW,2042,12.57,15.67
PWM_BWI,3813,12.57,17.6
LAX_DEN,22509,12.57,17.14
ONT_HNL,1089,12.56,20.2
BDL_MSP,2565,12.56,14.23
ABQ_DEN,8614,12.56,17.51
LBB_LAS,1090,12.55,19.63
SAT_MIA,1486,12.55,14.74
MFR_PHX,2168,12.55,10.29
SFO_RNO,4542,12.55,17.42
DCA_IND,5910,12.55,16.51
SAN_LIH,704,12.55,17.76
SLC_MCI,2946,12.54,16.43
OAK_EUG,1506,12.54,21.25
MEM_LGA,3909,12.53,15.17
LAS_IAD,2957,12.53,15.86
SFO_PHL,4529,12.53,16.29
STL_MCI,3195,12.53,21.66
ATL_HPN,4379,12.52,17.74
ATW_CLT,872,12.52,16.28
DAL_IAH,2171,12.52,18.98
BUR_STS,850,12.52,21.06
SFO_BNA,2199,12.51,23.51
MSY_DTW,2367,12.5,15.38
SEA_PHX,21373,12.5,19.91
MCI_SAT,802,12.49,19.33
BUF_PHX,621,12.49,23.51
SAN_OAK,10624,12.48,22.28
BUR_DEN,6008,12.48,17.34
SEA_KTN,4070,12.48,21.52
ATL_BDL,6399,12.47,18.3
ATL_HOU,9254,12.46,18.9
DCA_OMA,1911,12.46,19.1
OMA_LAS,3261,12.46,17.94
SMF_CLT,1199,12.46,11.93
MSP_MCI,4279,12.46,16.97
DCA_MVY,680,12.46,16.91
HOU_TUS,1048,12.45,21.85
ABI_DFW,4800,12.45,16.0
BNA_DAL,6994,12.45,19.03
ROC_EWR,1738,12.45,14.38
ATL_MLI,1440,12.45,15.28
SDF_MSP,2209,12.45,14.08
ORD_GSO,3362,12.44,18.59
RDU_MDW,3214,12.44,18.61
SMF_SAN,16189,12.44,20.8
RSW_MSP,3664,12.44,14.06
SEA_LWS,808,12.43,10.4
MFE_IAH,2177,12.43,12.68
SAT_LAX,6224,12.42,13.83
SFO_PSC,1763,12.42,18.04
BWI_BHM,1006,12.41,19.98
ATL_PNS,7573,12.41,17.01
SFO_PDX,10376,12.4,18.98
STL_DSM,2008,12.4,20.52
SFO_SUN,687,12.39,14.99
ORD_SAV,3085,12.39,17.86
ECP_ATL,6450,12.39,14.88
PIT_SEA,1368,12.39,21.05
HOU_AUS,4754,12.38,20.85
MDW_CLE,3739,12.38,20.09
BNA_ONT,515,12.38,23.3
LGA_BHM,1870,12.37,16.31
SFO_JAC,987,12.37,18.84
ORF_MDW,1728,12.36,19.33
ORH_JFK,1178,12.35,16.89
LGA_MEM,3897,12.35,17.04
CMH_MIA,2541,12.34,18.22
LGA_BTV,1842,12.34,16.07
MSY_HOU,6641,12.33,19.27
AUS_SJC,3960,12.33,21.74
MDW_OMA,4386,12.33,21.48
BHM_LAS,881,12.33,19.3
ORD_BGR,1192,12.33,17.37
COS_PHX,2919,12.33,17.3
LGA_GRR,2832,12.33,16.38
MDW_RDU,3214,12.32,21.97
DTW_MEM,2420,12.32,16.45
BTV_ATL,1089,12.32,11.48
STL_DTW,5633,12.32,13.65
SMF_PHX,10598,12.32,14.95
ATL_SRQ,7634,12.32,19.02
LGA_ORH,577,12.32,16.81
DEN_LBL,1357,12.31,18.79
ORD_MHT,916,12.31,19.1
PHX_RNO,6817,12.3,17.78
VPS_DAL,1198,12.3,17.03
ALB_MDW,1996,12.3,16.53
MDW_CMH,4254,12.3,19.89
MSP_RSW,3659,12.29,17.25
PHX_OKC,5336,12.29,18.46
ATL_CHA,6101,12.29,15.78
ATL_ELP,2094,12.29,19.91
HOU_LAS,6126,12.28,19.82
PHX_SBP,3426,12.28,16.08
ATL_MCI,9741,12.28,19.18
BNA_PIT,2889,12.28,18.66
IND_LAS,4321,12.27,17.73
RIC_MIA,1241,12.26,15.07
LAX_DAL,5444,12.26,21.14
SAN_ELP,995,12.26,18.59
DSM_IAH,1203,12.26,13.72
PDX_MCO,1387,12.25,20.04
BHM_HOU,1538,12.25,17.69
PHX_BOI,5174,12.25,17.57
SEA_ANC,21792,12.25,22.88
PHX_PDX,11103,12.25,17.97
BZN_MSP,2415,12.24,13.08
LAS_EUG,1467,12.24,19.22
DFW_SGF,8475,12.24,19.17
BNA_MKE,2487,12.23,18.74
MSP_IND,3801,12.23,17.81
CID_MSP,1966,12.23,15.41
BFL_PHX,3486,12.23,13.11
SUN_LAX,750,12.23,10.13
DTW_BDL,3743,12.23,15.9
MSP_MKE,4339,12.23,15.33
MSY_BWI,3263,12.22,19.06
SJC_LAS,13044,12.22,18.91
MDW_SDF,3072,12.21,19.47
MCO_MHT,2373,12.21,18.63
ORD_RAP,1322,12.21,18.61
HRL_DFW,4490,12.21,15.23
IAD_CMH,2470,12.2,14.86
ABQ_SAN,1858,12.2,20.67
OKC_BNA,615,12.19,20.0
SAN_SMF,16289,12.19,21.12
DFW_BIL,1929,12.19,20.27
SEA_FAI,6830,12.19,22.69
BOI_MSP,2377,12.18,14.47
DEN_SAV,1177,12.18,22.26
SYR_EWR,1826,12.17,17.42
SAN_SLC,7587,12.17,15.92
MSP_CMH,3250,12.17,17.57
PBI_ACY,1102,12.17,15.52
MSP_MOT,3852,12.17,13.66
FLL_STT,1238,12.16,19.95
OAK_DAL,1875,12.15,20.37
LAX_JAC,1524,12.15,17.06
TPA_MSY,3589,12.15,17.97
PHX_PSP,4635,12.15,17.02
MSP_GTF,925,12.15,15.46
SLC_SAN,7575,12.14,18.11
PHX_OMA,5235,12.14,18.87
BNA_RIC,928,12.14,19.18
MOB_ATL,3384,12.13,13.39
MCI_SAN,1472,12.13,22.42
GSP_DTW,1672,12.12,11.24
SAN_IAH,5190,12.12,15.82
MSP_SMF,1661,12.12,16.2
BNA_JAX,2979,12.12,19.57
BHM_BWI,1001,12.12,18.98
BWI_SLC,2012,12.12,18.69
BNA_AUS,8700,12.1,18.78
CLE_SEA,1328,12.1,21.46
ILM_ATL,3477,12.1,11.33
STL_HOU,4471,12.1,19.77
DFW_FWA,2932,12.09,18.93
LAS_SNA,12474,12.09,20.49
SEA_RNO,2434,12.09,22.31
EWR_SAT,2026,12.09,15.55
IND_BOS,5688,12.09,16.77
PIT_DEN,5096,12.09,17.84
RDU_ATL,13698,12.09,14.81
OMA_ATL,5867,12.08,12.63
SAN_STL,1559,12.08,20.08
DTW_IND,3453,12.08,16.19
SAN_SJC,16891,12.07,20.45
DTW_PDX,958,12.07,20.35
LGB_LAS,6732,12.06,20.05
LGA_BDL,904,12.06,15.38
ROC_MDW,1149,12.06,16.8
LIT_ATL,6737,12.06,12.1
PHX_BUR,9516,12.05,18.28
BUR_PHX,9567,12.05,14.53
MCI_SFO,1161,12.05,13.18
PHX_PHL,7248,12.04,15.19
DFW_MLI,2309,12.04,17.54
DTW_SAT,2750,12.03,17.85
IAD_ORF,1872,12.03,16.61
XNA_MSP,715,12.03,16.78
SEA_STS,1417,12.03,20.75
PVD_MDW,1931,12.02,16.31
CVG_MSP,3738,12.02,13.51
TPA_MSP,3534,12.02,15.31
PVD_EWR,766,12.01,15.8
MDW_AUS,4421,12.0,21.13
PHX_ABQ,9568,12.0,17.68
PHX_OAK,6133,12.0,21.52
MSP_STL,5737,11.99,17.06
AUS_CMH,1073,11.99,21.16
IAD_SLC,1444,11.99,13.71
DAL_LBB,4813,11.98,19.84
LAX_FAT,2299,11.98,13.35
TUL_PHX,3156,11.98,15.27
TPA_LAX,3191,11.97,16.77
MSP_BZN,2412,11.97,17.08
PHX_KOA,1149,11.97,19.32
AUS_SEA,6008,11.97,16.41
MDW_PIT,3728,11.97,19.77
CLT_TLH,1953,11.96,17.1
DFW_BRO,4420,11.95,17.96
RNO_LAX,8005,11.95,14.82
HOU_LAX,3598,11.95,20.57
FAT_DEN,4319,11.94,14.26
SMF_PSP,1407,11.94,19.55
MSP_CVG,3736,11.94,17.77
HOU_MCI,2883,11.93,19.29
LGA_GSO,5684,11.93,16.71
AUS_PDX,1227,11.93,20.21
MCI_DAL,6020,11.93,17.56
TUS_IAH,1458,11.93,10.84
SAV_HOU,800,11.93,22.38
DAL_STL,6092,11.93,18.66
MSP_ATL,10946,11.93,15.94
PHX_MIA,4961,11.92,16.29
TPA_STL,3337,11.92,18.82
PHX_STL,6498,11.91,18.93
ELP_PHX,7694,11.91,14.99
CLT_TVC,519,11.91,18.5
KOA_SAN,979,11.91,20.63
FSD_PHX,1161,11.91,18.17
SDF_DAL,560,11.91,17.86
MRY_DEN,1702,11.91,11.87
LIT_LAS,898,11.9,18.6
BOS_CMH,5283,11.9,15.12
DTW_MSP,6624,11.9,16.83
STL_OKC,2042,11.89,21.89
LGA_PWM,3990,11.89,16.49
JFK_RIC,1769,11.89,15.83
MKE_SLC,907,11.89,10.69
MSP_FCA,1310,11.88,17.33
SBA_SEA,1159,11.88,19.59
LWS_SEA,805,11.88,11.93
HOU_PHX,6054,11.87,19.33
LEX_DEN,821,11.87,16.93
AUS_HOU,4759,11.87,20.91
CMH_RSW,1882,11.87,17.27
HOU_CRP,3392,11.87,18.63
DAY_LGA,1311,11.86,11.9
SEA_FLL,2669,11.86,19.07
LAX_BNA,6298,11.86,16.37
PHX_TUL,3159,11.86,19.25
OGG_SFO,4478,11.86,14.23
LEX_DTW,2327,11.86,11.99
PHX_HNL,3941,11.85,17.58
CMH_DTW,4223,11.85,11.93
MSN_EWR,1091,11.84,13.93
IAD_CLE,2437,11.84,14.94
SAN_MDW,3110,11.83,20.9
ORD_BIL,624,11.83,19.23
FAI_SEA,6824,11.82,17.13
CHA_DTW,637,11.82,17.9
GRR_EWR,2393,11.82,14.54
DTW_SAV,915,11.82,16.72
PGD_RFD,535,11.81,13.64
MSP_CID,1968,11.81,14.43
DAL_AMA,3833,11.81,18.81
OAK_BLI,1214,11.81,17.3
RDU_SEA,2579,11.8,17.95
ATL_SEA,10208,11.8,18.25
